name,cuisines,area,averagecost,dinner ratings,cluster
Mandarin Monkey,"Chinese, Asian, Momos, Juices, Beverages","Sarjapur Road, Bangalore",300,,0
Chaap Wale,North Indian,"Bellandur, Bangalore",150,,0
Homms,"Thai, Chinese, Seafood","Sarjapur Road, Bangalore",250,,3
Pragnya Sagar Hotel,"North Indian, Chinese, Seafood, Street Food","Sarjapur Road, Bangalore",550,3.7,4
Melting Cakes,Bakery,"Sarjapur Road, Bangalore",600,3.1,2
Namaste Kolkata Kati Rolls,"Rolls, Chinese","HSR, Bangalore",200,,0
Momo,"Chinese, Momos","Sarjapur Road, Bangalore",150,,0
Balle Balle Kitchen,"North Indian, Mughlai, Biryani, Chinese, Desserts, Beverages","HSR, Bangalore",400,3.7,0
Fenny's Lounge And Kitchen,"Mediterranean, Continental, Italian","Koramangala 7th Block, Bangalore",1600,4.6,1
Bistro Claytopia,"Cafe, American, Italian, Modern Indian","Koramangala 1st Block, Bangalore",900,4.2,4
New Friends,"North Indian, Continental, Chinese, Steak, Beverages, Shake","BTM, Bangalore",900,3.8,4
Sabra Famous Kati Roll,Rolls,"Bellandur, Bangalore",100,,0
AFC,"Fast Food, Pizza","Sarjapur Road, Bangalore",250,,3
Mostly Grills,"North Indian, Chinese, Fast Food","Bellandur, Bangalore",500,3.5,0
Five Star Chicken,"Fast Food, Rolls","HSR, Bangalore",100,,3
Mansi Paratha & Pav Bhaji,"North Indian, Street Food","HSR, Bangalore",200,3.9,0
Nellore Tiffins,"South Indian, Biryani, North Indian, Chinese, Andhra","Bellandur, Bangalore",500,,4
Donburi,"Chinese, Fast Food","Bellandur, Bangalore",250,,3
Cake Dilim,Desserts,"Bellandur, Bangalore",400,,0
Paratha Dhaba,North Indian,"HSR, Bangalore",150,,3
Cane Master,Juices,"Kadubeesanahalli, Bangalore",150,,0
Kuzhi Mandi,"South Indian, North Indian","Bommanahalli, Bangalore",150,,3
Snack House,Andhra,"Bellandur, Bangalore",150,,3
Rs Sugarcane Juice,Beverages,"Sarjapur Road, Bangalore",100,,0
Chef On Wheels,"Rolls, North Indian","HSR, Bangalore",200,,0
Five Star Chicken,Fast Food,"Bellandur, Bangalore",200,,0
Silbatti,"North Indian, Mughlai","HSR, Bangalore",750,4.0,4
Delhi Wala Paratha,North Indian,"HSR, Bangalore",250,,3
Sardarji Parathawala ,North Indian,"Bommanahalli, Bangalore",150,,3
Chota Hussain,"Rolls, Fast Food","HSR, Bangalore",150,,0
Rajasthan Sweets,Street Food,"HSR, Bangalore",50,,0
Sandwich House,Sandwich,"Sarjapur Road, Bangalore",100,,0
Qwik Bites,"Fast Food, Shake, Juices, Beverages, Pasta, Burger, Momos, Rolls","HSR, Bangalore",350,2.9,2
Arya's Kitchen,"North Indian, Maharashtrian, Beverages","HSR, Bangalore",300,3.3,2
Retro The Vintage Cafe,"Desserts, Ice Cream, Beverages, Shake","HSR, Bangalore",200,3.8,0
Peppy Paratha by Chai Point,North Indian,"Bellandur, Bangalore",150,,3
Nizza Pizza,Pizza,"Koramangala 1st Block, Bangalore",250,,0
Dilli To Dakshin,"North Indian, Street Food, Beverages","HSR, Bangalore",700,4.2,4
Jashn E Biryani,"Biryani, Chinese, Mughlai","Sarjapur Road, Bangalore",250,,3
Sri Vinayaka Sugar Cane Juice Center,Beverages,"Bellandur, Bangalore",100,,3
Lalaji Ki Kulfi,Ice Cream,"HSR, Bangalore",150,,3
Indian Burrito Company,"Mexican, Fast Food, Beverages","HSR, Bangalore",300,,0
Plan B X Hangover,"Continental, North Indian, Chinese, Asian, Finger Food, BBQ","HSR, Bangalore",1700,3.7,1
Prerana Foods,"North Indian, Andhra, Biryani, Desserts","HSR, Bangalore",150,,3
Mistaan Sweets And Chaat,"Mithai, Street Food, North Indian, Beverages","HSR, Bangalore",300,3.5,0
Reddy's Paradise,"Biryani, North Indian, Chinese, Fast Food","Sarjapur Road, Bangalore",200,,0
Deliceto Pastries,"Bakery, Desserts, Fast Food, Beverages","HSR, Bangalore",500,3.8,4
The Bier Library,"Continental, North Indian, Pizza, BBQ, European, Biryani","Koramangala 6th Block, Bangalore",2000,4.5,1
Indian Hotel,Biryani,"Sarjapur Road, Bangalore",200,,0
Sinful Desserts,"Beverages, Desserts, Shake","Koramangala 1st Block, Bangalore",200,3.9,0
Boozy Bakes,"Bakery, Desserts, Ice Cream, Waffle, Shake","Koramangala 1st Block, Bangalore",300,,3
The Irish House,"European, American","RMZ Ecoworld, Bellandur, Bangalore",1700,4.2,1
China Coast,"Chinese, Thai","Koramangala 1st Block, Bangalore",500,3.1,2
Indian Paratha Factory,"North Indian, Beverages","HSR, Bangalore",200,3.0,2
MistiMukh,"Mishti, Desserts, Street Food","Bommanahalli, Bangalore",50,,0
Kerala On Plate,"Kerala, Biryani","Sarjapur Road, Bangalore",100,,3
Zaikedar Kitchen,"Bengali, North Indian, Chinese","HSR, Bangalore",300,3.7,0
Heavenly Desserts,"Desserts, Fast Food","Sarjapur Road, Bangalore",150,,0
XOOX Brewmill,"North Indian, Continental, Chinese, Mangalorean, Italian, Beverages","Koramangala 5th Block, Bangalore",2000,4.4,1
Black Plus White,"Asian, Thai, North Indian, Chinese, Finger Food, Seafood, Andhra, Biryani","HSR, Bangalore",1100,4.2,1
Ice Treat,"Chinese, Street Food, Rolls, Burger, Sandwich, Ice Cream, Beverages","HSR, Bangalore",400,3.8,4
Flavors Of India,"Chinese, North Indian, Salad, Fast Food","Bellandur, Bangalore",1500,3.5,1
North Tadka Restaurant,"North Indian, Chinese","Koramangala 1st Block, Bangalore",300,3.0,2
Kargeens,"Cafe, Continental, Italian, Fast Food, Beverages, Shake","Koramangala 6th Block, Bangalore",600,4.2,4
Balle-Licious Kitchen,"North Indian, Chinese","HSR, Bangalore",200,,3
Kachori Kafe,"North Indian, Chinese, Street Food, Fast Food, Beverages","HSR, Bangalore",300,2.9,2
Carnival Cakes & Breads,"Bakery, Street Food","HSR, Bangalore",300,3.7,0
Ministry of Food - Hilton Bangalore Embassy GolfLinks,"North Indian, Asian, Continental, Italian, Mughlai, Desserts, Shake","Hilton Bangalore Embassy GolfLinks, Domlur, Bangalore",3000,4.2,1
Asia Alive - DoubleTree Suites By Hilton,"North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich","DoubleTree Suites By Hilton, Sarjapur Road, Bangalore",2700,4.0,1
Al-Bek,"Mughlai, Arabian, North Indian, Chinese","Sarjapur Road, Bangalore",200,,3
Kritunga Restaurant,"Andhra, Biryani, North Indian","Brookefield, Bangalore",800,3.6,4
Nadan Pothichoru,"Kerala, South Indian, Beverages","Sarjapur Road, Bangalore",150,,0
Tharavadu Malabar Biryani,"Kerala, Biryani, South Indian, North Indian, Seafood","Sarjapur Road, Bangalore",150,,3
Basmati Biriyani Nation,"Biryani, Mughlai, Fast Food, Desserts","Sarjapur Road, Bangalore",200,,3
Club Kachori,"Street Food, Finger Food","Sarjapur Road, Bangalore",100,,3
The Meal Plate,North Indian,"Sarjapur Road, Bangalore",150,,3
Apna Veg Dhaba,North Indian,"Bellandur, Bangalore",300,3.6,0
Masala Mandi,"North Indian, Mughlai, Seafood, Desserts","Sarjapur Road, Bangalore",1500,4.5,1
Euphoria Bakers,Desserts,"Sarjapur Road, Bangalore",400,,3
Momos Mania,"Momos, Fast Food, Desserts, Beverages, Shake","BTM, Bangalore",100,,3
Dande's Hyderabad Biryani,"Andhra, Biryani, North Indian, Chinese","Sarjapur Road, Bangalore",200,,3
Basmati Express,"Chettinad, North Indian","Sarjapur Road, Bangalore",150,,3
Once Upon A Flame,"Steak, Continental, Fast Food, BBQ, Beverages, Shake","HSR, Bangalore",1400,4.7,1
Momoz Express,"North Indian, Chinese, Biryani, Momos","Bellandur, Bangalore",200,,0
Kottayam Curries,Kerala,"Sarjapur Road, Bangalore",100,,3
Tawa Ghar Ka,North Indian,"HSR, Bangalore",350,3.6,0
BTC - Bathinda Thali Company,"North Indian, Chinese, Mughlai, Desserts, Beverages","HSR, Bangalore",200,,3
Coco Spicy,"Kerala, North Indian, Chinese","Sarjapur Road, Bangalore",400,3.5,0
Nati Style Donne Biriyani,"Biryani, North Indian, Mughlai","HSR, Bangalore",450,,4
Rashtrakutas,"Chettinad, North Indian","HSR, Bangalore",600,3.8,4
Gowdara Mane Oota,"Kerala, Chinese","Bellandur, Bangalore",150,,3
Grub@99 ,"North Indian, Chinese, Wraps","Bellandur, Bangalore",300,,0
Ruchi Andhra Mess,"Biryani, Chinese, Andhra, South Indian","Kadubeesanahalli, Bangalore",450,,4
The Bowl Ministry,"Chinese, North Indian, Salad, Modern Indian, Desserts, Beverages","Bellandur, Bangalore",200,,0
Palki's,"North Indian, Biryani","Bellandur, Bangalore",200,,3
Sri Gurudev Darshini,"South Indian, Chinese","HSR, Bangalore",300,3.8,0
Yummy Punjabi,"North Indian, Chinese, Biryani","Bellandur, Bangalore",150,,3
Sector 7 CafÃ©,"Continental, Salad, Fast Food, Italian, American, Beverages","HSR, Bangalore",700,4.3,4
Delhite Food,North Indian,"Bellandur, Bangalore",300,3.1,2
Homelicious Food,"North Indian, Beverages","Rammurthy Nagar, Bangalore",350,3.9,4
Punjabi United - Pure Veg,"North Indian, Chinese, Desserts","HSR, Bangalore",150,,3
Take EAT Easy,North Indian,"Sarjapur Road, Bangalore",100,,0
Bong Express,"Chinese, Wraps, North Indian, Fast Food, Bengali","Sarjapur Road, Bangalore",200,,0
Paratha Kingdom,"North Indian, Wraps, Rolls, Chinese, Beverages","Sarjapur Road, Bangalore",150,,0
Healthy Food Bite ,"North Indian, Chinese, Wraps, Rolls","Bellandur, Bangalore",150,,0
Haji Dum Biryani,"Biryani, North Indian, Fast Food, Chinese","Bellandur, Bangalore",200,,0
FreshMenu,"Continental, North Indian, Biryani","Richmond Road, Bangalore",200,,3
McDonald's,"Burger, Beverages, Fast Food, Desserts","MG Road, Bangalore",400,3.7,0
Domino's Pizza,"Pizza, Fast Food, Desserts","MG Road, Bangalore",400,3.3,2
KFC,"Burger, Fast Food, Biryani, Desserts, Beverages","Garuda Mall, Magrath Road, Bangalore",400,3.6,0
Al-Bek,"Mughlai, Arabian, North Indian, Chinese, Seafood","Malleshwaram, Bangalore",750,4.1,4
Donne Biryani House,"Biryani, South Indian","Malleshwaram, Bangalore",300,3.7,0
Burger King,"Burger, Fast Food, Beverages, Desserts","Commercial Street, Bangalore",400,4.1,4
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages","Shanti Nagar, Bangalore",400,3.7,0
A2B - Adyar Ananda Bhavan,"South Indian, Fast Food, Street Food, Ice Cream, Beverages, North Indian, Chinese","Ulsoor, Bangalore",800,3.0,2
Mani's Dum Biryani,"Biryani, Kebab","Ulsoor, Bangalore",800,4.0,4
Andhra Gunpowder,"Biryani, South Indian, Desserts, Beverages","Brigade Road, Bangalore",200,,3
Leon Grill,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages","St. Marks Road, Bangalore",400,4.1,4
Kanti Sweets,"Mithai, Street Food, Desserts","Brigade Road, Bangalore",400,3.8,4
Biryani Trip,Biryani,"Brigade Road, Bangalore",250,,3
Dindigul Thalappakatti,"Biryani, North Indian, South Indian, Chinese, Beverages","Brigade Road, Bangalore",400,3.9,4
Five Star Chicken,"Wraps, Burger, Rolls, Fast Food, Street Food","Richmond Road, Bangalore",100,,0
Thalassery Restaurant,"Kerala, North Indian, Chinese, Seafood, Beverages, Shake","Banaswadi, Bangalore",700,2.7,2
Ovenstory Pizza,"Pizza, Desserts","Shanti Nagar, Bangalore",250,,3
Polar Bear,"Ice Cream, Beverages, Shake","Frazer Town, Bangalore",350,3.8,4
Hyderabad Biryaani House,"Biryani, North Indian, Hyderabadi, Mughlai, Chinese","Richmond Road, Bangalore",500,3.4,2
Anand Sweets And Savouries,"Mithai, Street Food, Desserts, Beverages","Commercial Street, Bangalore",150,,0
Paakashala,"South Indian, Street Food, Chinese, Fast Food, Ice Cream, Beverages","MG Road, Bangalore",250,4.0,4
Subway,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps","UB City, Bangalore",400,3.5,0
Corner House Ice Creams,"Desserts, Ice Cream, Beverages","Residency Road, Bangalore",300,4.5,4
Behrouz Biryani,"Biryani, Mughlai","Shanti Nagar, Bangalore",350,,3
Madras Meal Company,South Indian,"Brigade Road, Bangalore",150,,3
Taco Bell,"Mexican, Fast Food, Wraps, Beverages","Garuda Mall, Magrath Road, Bangalore",600,3.9,4
Chicking,"Burger, Pizza, Fast Food","Rajajinagar, Bangalore",200,,3
EatFit,"Mithai, North Indian, Pizza, Burger, Fast Food, Street Food, Desserts, Beverages","Cunningham Road, Bangalore",200,,3
Amma's Pastries,Bakery,"Ulsoor, Bangalore",400,3.9,4
Sharief Bhai,"Mughlai, Arabian, Afghan, Biryani, Kebab, Street Food, Beverages","Frazer Town, Bangalore",800,4.2,4
Nagarjuna,"Andhra, Biryani, North Indian","Residency Road, Bangalore",800,4.5,4
Beijing Bites,"Chinese, Thai, Seafood, Healthy Food","Richmond Road, Bangalore",800,3.6,4
Imperial Restaurant,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Desserts, Beverages","Residency Road, Bangalore",700,4.0,4
Hotel Aditya,"South Indian, Biryani","Rajajinagar, Bangalore",300,4.4,4
Vijayalakshmi,"South Indian, Chinese, North Indian","Basavanagudi, Bangalore",300,3.9,4
WOW! Momo,"Momos, Fast Food, Tibetan","Brigade Road, Bangalore",400,3.3,2
Anjappar,"Chettinad, Biryani, Chinese, Seafood, South Indian, Mughlai, North Indian, Desserts","Brigade Road, Bangalore",800,2.8,2
Barbeque Nation,"BBQ, Mughlai, Biryani, North Indian, Desserts, Beverages","MG Road, Bangalore",1600,4.6,1
Faasos - Wraps & Rolls,"North Indian, Desserts, Wraps, Beverages","Shanti Nagar, Bangalore",200,,3
Kwality Wallâs Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream","Richmond Road, Bangalore",100,,0
Lassi Shop ,"Beverages, Fast Food, Desserts, Shake","Residency Road, Bangalore",400,3.5,0
Natural Ice Cream,"Ice Cream, Beverages","St. Marks Road, Bangalore",300,4.1,4
California Burrito,"Mexican, Fast Food, Beverages, Desserts","Sigma Mall, Cunningham Road, Bangalore",500,3.8,4
Glen's Bakehouse,"Bakery, Italian, Pizza, Sandwich, Street Food, Desserts, Beverages","Lavelle Road, Bangalore",400,4.3,4
Savi Sagar,"North Indian, South Indian, Chinese, Sandwich, Street Food, Ice Cream, Juices, Beverages","Malleshwaram, Bangalore",500,3.9,4
Chikpet Donne Biriyani House,"Andhra, Biryani","Rajajinagar, Bangalore",300,3.5,0
Kuttanad Restaurant,"Kerala, North Indian, Chinese, Seafood, Beverages, South Indian","Nagawara, Bangalore",500,4.0,4
NIC - Natural Ice Creams,Ice Cream,"Frazer Town, Bangalore",100,,3
Shree Mahalakshmi Sweets,"Mithai, Street Food","Basavanagudi, Bangalore",100,,0
Ludos Pizza,Pizza,"Richmond Road, Bangalore",200,,3
WarmOven Cake & Desserts,"Bakery, Desserts","Vasanth Nagar, Bangalore",350,,3
LunchBox - Meals and Thalis,"North Indian, Healthy Food, Beverages, Chinese","Shanti Nagar, Bangalore",200,,3
Adiga's,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages","Majestic, Bangalore",800,2.7,2
Rahhams,"Biryani, Mughlai, North Indian, Kebab, Chinese, Seafood, Rolls, Beverages","Frazer Town, Bangalore",700,4.0,4
Great Indian Khichdi,"Healthy Food, Beverages","Cunningham Road, Bangalore",150,,3
Ambur Biryani Point,"Biryani, Fast Food","Koramangala 8th Block, Bangalore",100,,0
Swathi,"Andhra, North Indian, Chinese, Shake","Rajajinagar, Bangalore",700,3.6,4
Smoor,"Bakery, Desserts","1 MG Road Mall, MG Road, Bangalore",350,,0
Krispy Kreme,"Desserts, Beverages","Richmond Road, Bangalore",400,3.5,0
Brahmins' Thatte Idli,South Indian,"Malleshwaram, Bangalore",200,3.4,0
Savoury Restaurant,"Arabian, Mughlai, North Indian, Chinese, Fast Food, Beverages, Shake","Frazer Town, Bangalore",750,4.3,4
Pathaan Sir,"Rolls, Fast Food","Frazer Town, Bangalore",300,3.3,2
Theobroma,"Desserts, Bakery, Beverages, Fast Food, Sandwich","Lavelle Road, Bangalore",400,2.4,2
Thalaivars Biryani,"Biryani, South Indian","Cunningham Road, Bangalore",250,,3
Wendy's,"Burger, Fast Food","Shanti Nagar, Bangalore",200,,3
Baskin Robbins,"Ice Cream, Desserts, Beverages","Church Street, Bangalore",400,3.1,2
Devi Uphara,"South Indian, Chinese, North Indian, Street Food, Beverages, Shake","Vijay Nagar, Bangalore",300,3.9,0
New Agarwal Bhavan,"Mithai, Street Food","Sadashiv Nagar, Bangalore",200,3.5,0
Asha Sweets Center,"Mithai, Street Food","Malleshwaram, Bangalore",100,,0
Chai Point,"Tea, North Indian, Fast Food, Street Food, Beverages","MG Road, Bangalore",150,,0
Gabru Bistro & Cafe,"North Indian, Mughlai, Chinese, Kebab, Rolls, Sandwich, Biryani, Beverages","New BEL Road, Bangalore",700,3.5,4
Mad Over Donuts,"Desserts, Beverages","Garuda Mall, Magrath Road, Bangalore",250,3.9,0
Bakingo,"Bakery, Desserts","RT Nagar, Bangalore",350,,0
Vishnu Garden,"South Indian, North Indian, Chinese, Fast Food, Street Food, Ice Cream, Beverages, Shake","RT Nagar, Bangalore",400,3.8,4
Sree Banashankari Donne Biriyani,"Biryani, South Indian","Basaveshwara Nagar, Bangalore",300,4.0,4
Sultan - Palace Darbar Restaurant,"North Indian, Chinese","Nagawara, Bangalore",400,3.5,0
Roll N Rock,"Chinese, North Indian, Rolls","Kumaraswamy Layout, Bangalore",100,,0
Sattvam,"North Indian, South Indian","Sadashiv Nagar, Bangalore",1500,4.5,1
Starbucks Coffee,"Coffee, Desserts, Beverages","Lavelle Road, Bangalore",600,4.0,4
The Belgian Waffle Co.,"Desserts, Ice Cream, Waffle","Seshadripuram, Bangalore",300,,0
Madurai Idly Shop,"South Indian, Chinese","Shivajinagar, Bangalore",300,2.4,2
Aligarh House,"Biryani, North Indian, Kebab, Desserts, Beverages","Cunningham Road, Bangalore",250,,3
Samosa Party,"Fast Food, Beverages, Burger, Tea","Brigade Road, Bangalore",200,3.5,0
Donne Biryani Kuteera,"Biryani, South Indian","Banaswadi, Bangalore",400,3.8,4
Rolls On Wheels,"Rolls, Chinese, North Indian","Cunningham Road, Bangalore",300,3.1,2
Rajdhani,"Gujarati, North Indian","Mantri Square, Malleshwaram, Bangalore",1000,4.1,4
Chinese Wok - Wok Express,"Momos, Chinese","Malleshwaram, Bangalore",200,,3
Chaayos Chai+Snacks=Relax,Beverages,"Cunningham Road, Bangalore",350,3.4,0
The Biryani Life,"Fast Food, North Indian, Desserts, Beverages","Shanti Nagar, Bangalore",250,,3
Ghee And Turmeric,North Indian,"Cunningham Road, Bangalore",350,,3
New Shanthi Sagar,"Chinese, Street Food, North Indian, South Indian, Beverages, Ice Cream, Shake","Rajajinagar, Bangalore",400,3.2,2
IDC Kitchen,"South Indian, Beverages","Residency Road, Bangalore",150,3.1,2
Iyer Mess,South Indian,"Malleshwaram, Bangalore",150,4.1,4
Yumlane Pizza,"Pizza, Fast Food, Desserts, Beverages","Cunningham Road, Bangalore",250,,3
Hyderabad Biryani House,"Biryani, Hyderabadi, Chinese, North Indian, Mughlai, Desserts, Beverages, Shake","Malleshwaram, Bangalore",800,4.2,4
Ammas Cakes,"Bakery, Desserts, Street Food","Nagarbhavi, Bangalore",250,,3
Nandini Deluxe,"Biryani, Mughlai, North Indian, Seafood, Chinese","Banaswadi, Bangalore",700,3.3,2
Empire Juices And Ice Creams,"Beverages, Ice Cream, Desserts, Shake","Church Street, Bangalore",100,,3
The Good Bowl,"North Indian, Mughlai","Shanti Nagar, Bangalore",200,,3
UBQ By Barbeque Nation,"North Indian, Kebab, BBQ, Biryani","Indiranagar, Bangalore",250,,3
ibaco,Desserts,"Brigade Road, Bangalore",250,3.9,0
Sangam Sweets,"Mithai, Street Food, Fast Food","Majestic, Bangalore",250,4.0,4
Snack House,"Momos, Fast Food","Brigade Road, Bangalore",150,,3
Kaapi Katte,"Beverages, South Indian","Malleshwaram, Bangalore",100,3.5,0
Frozen Bottle,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food","Brigade Road, Bangalore",200,,0
1947,"North Indian, Chinese, Desserts, Beverages, Shake","Malleshwaram, Bangalore",1200,4.1,1
Chetty's Corner,"Fast Food, Sandwich, Pizza, Desserts, Street Food, Burger","Seshadripuram, Bangalore",300,3.3,2
Kerala Mess,"Kerala, North Indian","Nagawara, Bangalore",200,2.9,2
Donne Biryani Angadi Mane,"Biryani, South Indian","Sadashiv Nagar, Bangalore",300,3.2,2
Bullet Biryani,"Chinese, Fast Food, Biryani, Kebab","Brigade Road, Bangalore",150,,3
Cupcake Bliss Cakes & Desserts,Bakery,"Vasanth Nagar, Bangalore",300,,3
Hari Super Sandwich,"Street Food, Fast Food, Sandwich","Basavanagudi, Bangalore",200,3.0,2
Karnataka Biryani Point,"Biryani, South Indian","Rajajinagar, Bangalore",250,3.5,0
Kailash Parbat,"Chinese, North Indian, Street Food, Fast Food, Desserts, Beverages","Sadashiv Nagar, Bangalore",1100,3.3,2
EasyBites by Empire,"Burger, Fast Food, Beverages","Church Street, Bangalore",100,,0
Upahara Darshini,"South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese","Jayanagar, Bangalore",400,3.9,4
Kaati Zone Rolls And Wraps,"Rolls, Sandwich","Vasanth Nagar, Bangalore",150,,3
Akshaya Deluxe,"North Indian, Chinese, Seafood, Biryani, Kebab","New BEL Road, Bangalore",700,4.1,4
Malleshwaram Dosa Corner,South Indian,"Malleshwaram, Bangalore",150,3.7,0
Four Seasons Fast Food Center,"Biryani, Kebab, South Indian","Malleshwaram, Bangalore",200,3.7,0
Sagar Hotel,"North Indian, Chinese, Street Food, Beverages, Shake","Rajajinagar, Bangalore",400,4.4,4
Chicken County Deluxe Restaurant,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages","Majestic, Bangalore",600,3.1,2
Asha Food Camp,"South Indian, Chinese, North Indian, Fast Food, Beverages","Malleshwaram, Bangalore",600,4.2,4
Five Star Chicken & Koli Hut,Fast Food,"Malleshwaram, Bangalore",100,,0
Toscano,"Italian, Pizza, Salad, Continental, Desserts, Beverages","UB City, Bangalore",1200,4.5,1
Aubree,"Fast Food, Italian, Thai","Shivajinagar, Bangalore",900,2.5,2
The Dessert Zone,"Desserts, Bakery","Vasanth Nagar, Bangalore",200,,3
Shawarma Time,"Lebanese, Rolls, Fast Food","RT Nagar, Bangalore",200,3.5,0
